cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
45.869.317/0001-05;Carvalho;814894;2025-03-19;384231;A certeza de atingir seus objetivos mais facilmente;10;552.2;284.35
45.869.317/0001-05;Carvalho;814894;2025-03-19;706371;A certeza de mudar mais rapidamente;9;964.61;1136.49
45.869.317/0001-05;Carvalho;350452;2025-05-05;652821;O direito de ganhar de maneira eficaz;6;115.41;81.79
45.869.317/0001-05;Carvalho;350452;2025-05-05;108081;A vantagem de conseguir de maneira eficaz;5;76.23;22.04
45.869.317/0001-05;Carvalho;389546;2025-03-26;680609;A possibilidade de concretizar seus projetos antes de tudo;3;469.65;171.03
45.869.317/0001-05;Carvalho;389546;2025-03-26;551472;A certeza de atingir seus objetivos com confiança;3;822.49;348.26
45.869.317/0001-05;Carvalho;857652;2025-03-31;264076;A segurança de evoluir mais rapidamente;10;452.93;1010.65
45.869.317/0001-05;Carvalho;857652;2025-03-31;444183;O direito de evoluir em estado puro;10;198.95;179.15
45.869.317/0001-05;Carvalho;857652;2025-03-31;924321;O poder de atingir seus objetivos antes de tudo;2;333.99;111.8
45.869.317/0001-05;Carvalho;857652;2025-03-31;257668;O conforto de realizar seus sonhos de maneira eficaz;6;526.76;305.76
45.869.317/0001-05;Carvalho;857652;2025-03-31;770201;A segurança de ganhar mais facilmente;4;882.9;838.06
45.869.317/0001-05;Carvalho;566881;2025-04-15;942337;A simplicidade de realizar seus sonhos sem preocupação;1;877.28;98.77
45.869.317/0001-05;Carvalho;566881;2025-04-15;247713;O poder de inovar mais rapidamente;3;682.21;329.83
45.869.317/0001-05;Carvalho;566881;2025-04-15;439334;O conforto de realizar seus sonhos antes de tudo;2;355.89;75.42
45.869.317/0001-05;Carvalho;199618;2025-03-29;785761;O poder de realizar seus sonhos direto da fonte;5;413.52;226.82
45.869.317/0001-05;Carvalho;199618;2025-03-29;642364;O prazer de avançar simplesmente;9;257.07;340.44
45.869.317/0001-05;Carvalho;199618;2025-03-29;229842;O direito de conseguir com toda a tranquilidade;7;238.27;172.36
45.869.317/0001-05;Carvalho;199618;2025-03-29;886978;A vantagem de ganhar antes de tudo;7;730.51;534.16
45.869.317/0001-05;Carvalho;199618;2025-03-29;143579;A possibilidade de concretizar seus projetos mais facilmente;2;855.39;117.66
45.869.317/0001-05;Carvalho;241040;2025-04-01;869249;A certeza de mudar sem preocupação;9;603.04;840.36
45.869.317/0001-05;Carvalho;241040;2025-04-01;295914;A arte de conseguir com força total;2;775.24;236.78
45.869.317/0001-05;Carvalho;266106;2025-04-12;497589;A liberdade de realizar seus sonhos mais facilmente;8;613.28;1214.29
45.869.317/0001-05;Carvalho;266106;2025-04-12;456137;A possibilidade de inovar mais rapidamente;10;974.93;1681.82
45.869.317/0001-05;Carvalho;266106;2025-04-12;690188;A arte de evoluir naturalmente;5;607.55;721.14
45.869.317/0001-05;Carvalho;266106;2025-04-12;574405;O conforto de mudar antes de tudo;2;695.19;207.84
45.869.317/0001-05;Carvalho;266106;2025-04-12;148621;A possibilidade de realizar seus sonhos com toda a tranquilidade;8;389.04;642.43
45.869.317/0001-05;Carvalho;979481;2025-03-21;181755;O prazer de inovar mais rapidamente;5;178.12;127.01
45.869.317/0001-05;Carvalho;979481;2025-03-21;345282;A liberdade de ganhar simplesmente;5;920.08;937.9
45.869.317/0001-05;Carvalho;979481;2025-03-21;830837;A segurança de inovar mais rapidamente;2;577.35;93.1
45.869.317/0001-05;Carvalho;457718;2025-03-23;339111;O direito de realizar seus sonhos sem preocupação;7;103.0;177.24
45.869.317/0001-05;Carvalho;457718;2025-03-23;485644;O direito de inovar sem preocupação;4;746.99;503.14
45.869.317/0001-05;Carvalho;457718;2025-03-23;868762;A segurança de evoluir mais rapidamente;4;147.97;146.17
45.869.317/0001-05;Carvalho;457718;2025-03-23;105436;O prazer de ganhar sem preocupação;8;905.92;1052.14
45.869.317/0001-05;Carvalho;457718;2025-03-23;493478;A arte de realizar seus sonhos de maneira eficaz;7;920.86;645.33
45.869.317/0001-05;Carvalho;266830;2025-03-17;922504;A simplicidade de inovar naturalmente;6;627.2;586.98
45.869.317/0001-05;Carvalho;266830;2025-03-17;327874;A simplicidade de conseguir com toda a tranquilidade;3;440.86;160.12
45.869.317/0001-05;Carvalho;266830;2025-03-17;764304;A liberdade de evoluir direto da fonte;3;948.53;500.73
45.869.317/0001-05;Carvalho;266830;2025-03-17;317676;O conforto de conseguir naturalmente;9;941.91;1555.04
45.869.317/0001-05;Carvalho;266830;2025-03-17;333915;A arte de mudar com força total;6;282.47;341.66
45.869.317/0001-05;Carvalho;589772;2025-04-03;942552;O direito de realizar seus sonhos mais rapidamente;7;883.15;1504.32
45.869.317/0001-05;Carvalho;589772;2025-04-03;474280;O poder de conseguir antes de tudo;8;209.96;119.65
45.869.317/0001-05;Carvalho;560630;2025-05-06;819592;O conforto de mudar com confiança;1;203.23;38.62
45.869.317/0001-05;Carvalho;560630;2025-05-06;530011;A liberdade de mudar direto da fonte;3;428.77;306.01
45.869.317/0001-05;Carvalho;560630;2025-05-06;122785;A possibilidade de evoluir direto da fonte;3;367.36;192.34
45.869.317/0001-05;Carvalho;386051;2025-04-05;745154;O poder de conseguir sem preocupação;9;937.4;1394.31
45.869.317/0001-05;Carvalho;386051;2025-04-05;477639;A possibilidade de concretizar seus projetos mais rapidamente;10;219.14;165.24
45.869.317/0001-05;Carvalho;386051;2025-04-05;509726;O poder de mudar simplesmente;3;355.37;125.52
45.869.317/0001-05;Carvalho;237711;2025-03-21;573614;O prazer de avançar mais rapidamente;10;815.55;881.89
45.869.317/0001-05;Carvalho;237711;2025-03-21;210526;A arte de ganhar com toda a tranquilidade;1;719.66;125.63
45.869.317/0001-05;Carvalho;237711;2025-03-21;564927;O direito de avançar mais facilmente;8;784.84;802.77
45.869.317/0001-05;Carvalho;237711;2025-03-21;408739;O prazer de conseguir com força total;4;981.1;456.63
45.869.317/0001-05;Carvalho;237711;2025-03-21;163025;O poder de concretizar seus projetos com confiança;7;765.58;798.88
45.869.317/0001-05;Carvalho;837951;2025-04-13;973777;A liberdade de atingir seus objetivos antes de tudo;8;843.4;1427.02
45.869.317/0001-05;Carvalho;837951;2025-04-13;924531;A certeza de evoluir com confiança;4;993.18;222.35
45.869.317/0001-05;Carvalho;837951;2025-04-13;600677;A liberdade de mudar sem preocupação;8;572.17;232.07
45.869.317/0001-05;Carvalho;837951;2025-04-13;830859;A certeza de inovar naturalmente;4;598.72;173.24
45.869.317/0001-05;Carvalho;346276;2025-04-05;370963;O prazer de conseguir antes de tudo;3;877.1;601.68
45.869.317/0001-05;Carvalho;346276;2025-04-05;754968;A simplicidade de inovar sem preocupação;3;258.89;52.01
45.869.317/0001-05;Carvalho;346276;2025-04-05;105217;A vantagem de evoluir antes de tudo;3;370.55;134.09
45.869.317/0001-05;Carvalho;346276;2025-04-05;988288;O prazer de conseguir com confiança;7;123.18;201.34
45.869.317/0001-05;Carvalho;346276;2025-04-05;765878;A possibilidade de conseguir mais rapidamente;9;852.94;527.88
45.869.317/0001-05;Carvalho;417288;2025-04-10;738760;O poder de mudar naturalmente;7;758.94;1094.89
45.869.317/0001-05;Carvalho;417288;2025-04-10;746966;O conforto de avançar com toda a tranquilidade;7;469.51;817.87
45.869.317/0001-05;Carvalho;417288;2025-04-10;512648;O conforto de inovar mais rapidamente;4;648.4;339.27
45.869.317/0001-05;Carvalho;417288;2025-04-10;721690;A segurança de mudar em estado puro;7;187.68;236.93
45.869.317/0001-05;Carvalho;417288;2025-04-10;778790;A segurança de avançar com força total;7;907.72;722.48
45.869.317/0001-05;Carvalho;257942;2025-03-20;447524;A certeza de inovar simplesmente;5;707.15;780.06
45.869.317/0001-05;Carvalho;257942;2025-03-20;692389;A vantagem de ganhar mais facilmente;2;735.16;312.61
45.869.317/0001-05;Carvalho;352193;2025-03-28;619416;A arte de evoluir em estado puro;2;447.74;159.8
45.869.317/0001-05;Carvalho;352193;2025-03-28;406497;A simplicidade de evoluir sem preocupação;8;812.8;953.79
45.869.317/0001-05;Carvalho;352193;2025-03-28;182217;A arte de avançar antes de tudo;3;875.56;147.57
45.869.317/0001-05;Carvalho;200381;2025-03-15;336427;A liberdade de concretizar seus projetos de maneira eficaz;2;967.92;379.1
45.869.317/0001-05;Carvalho;200381;2025-03-15;632486;A certeza de evoluir simplesmente;7;370.89;168.76
45.869.317/0001-05;Carvalho;204856;2025-03-20;929482;A arte de mudar com força total;9;69.52;107.59
45.869.317/0001-05;Carvalho;204856;2025-03-20;412251;A liberdade de evoluir com força total;4;851.63;335.37
45.869.317/0001-05;Carvalho;204856;2025-03-20;212710;O conforto de ganhar com toda a tranquilidade;9;814.37;1511.65
45.869.317/0001-05;Carvalho;658193;2025-03-30;315350;A certeza de atingir seus objetivos antes de tudo;9;621.62;642.6
45.869.317/0001-05;Carvalho;658193;2025-03-30;819735;A certeza de evoluir sem preocupação;3;589.01;426.54
45.869.317/0001-05;Carvalho;658193;2025-03-30;467045;O poder de evoluir de maneira eficaz;1;920.69;100.06
45.869.317/0001-05;Carvalho;658193;2025-03-30;699803;A certeza de inovar em estado puro;3;783.67;384.14
45.869.317/0001-05;Carvalho;658193;2025-03-30;774801;A possibilidade de inovar direto da fonte;8;669.78;500.64
45.869.317/0001-05;Carvalho;548691;2025-05-05;346060;A segurança de mudar com confiança;4;251.2;130.82
45.869.317/0001-05;Carvalho;548691;2025-05-05;117736;O conforto de conseguir sem preocupação;1;742.47;121.93
45.869.317/0001-05;Carvalho;854281;2025-04-13;780745;O poder de avançar com força total;2;828.33;240.52
45.869.317/0001-05;Carvalho;854281;2025-04-13;535683;A simplicidade de atingir seus objetivos mais rapidamente;10;305.94;615.75
45.869.317/0001-05;Carvalho;195255;2025-04-17;961928;A liberdade de evoluir em estado puro;9;539.89;293.96
45.869.317/0001-05;Carvalho;195255;2025-04-17;794234;A liberdade de avançar em estado puro;6;741.74;586.35
45.869.317/0001-05;Carvalho;195255;2025-04-17;256960;O direito de inovar simplesmente;6;167.18;167.83
45.869.317/0001-05;Carvalho;195255;2025-04-17;847926;A certeza de ganhar antes de tudo;10;673.25;358.02
45.869.317/0001-05;Carvalho;162456;2025-04-16;700809;O direito de evoluir naturalmente;9;457.4;469.23
45.869.317/0001-05;Carvalho;162456;2025-04-16;776512;A certeza de concretizar seus projetos direto da fonte;3;200.21;77.04
45.869.317/0001-05;Carvalho;162456;2025-04-16;444905;A simplicidade de concretizar seus projetos com confiança;8;368.31;540.62
45.869.317/0001-05;Carvalho;276148;2025-04-29;430022;O poder de inovar mais rapidamente;4;992.4;216.57
45.869.317/0001-05;Carvalho;276148;2025-04-29;517294;A segurança de conseguir naturalmente;4;851.49;639.94
45.869.317/0001-05;Carvalho;276148;2025-04-29;770882;A arte de concretizar seus projetos simplesmente;1;257.94;27.18
45.869.317/0001-05;Carvalho;276148;2025-04-29;931214;A possibilidade de evoluir direto da fonte;7;723.54;858.36
45.869.317/0001-05;Carvalho;846715;2025-04-30;424991;A vantagem de mudar mais facilmente;7;322.57;319.53
45.869.317/0001-05;Carvalho;846715;2025-04-30;182313;A possibilidade de concretizar seus projetos mais facilmente;2;573.38;201.64
45.869.317/0001-05;Carvalho;846715;2025-04-30;331400;A certeza de mudar com confiança;10;468.55;942.96
45.869.317/0001-05;Carvalho;774904;2025-04-27;855039;O direito de atingir seus objetivos mais facilmente;9;112.94;79.16
45.869.317/0001-05;Carvalho;774904;2025-04-27;280791;A certeza de inovar simplesmente;1;870.42;93.27
45.869.317/0001-05;Carvalho;774904;2025-04-27;239269;O direito de evoluir mais facilmente;8;129.25;70.33
45.869.317/0001-05;Carvalho;774904;2025-04-27;614513;A arte de realizar seus sonhos sem preocupação;2;402.81;79.01
45.869.317/0001-05;Carvalho;774904;2025-04-27;180541;O poder de inovar em estado puro;10;983.72;1048.75
45.869.317/0001-05;Carvalho;228051;2025-04-08;381990;A liberdade de concretizar seus projetos simplesmente;3;645.89;323.92
45.869.317/0001-05;Carvalho;228051;2025-04-08;482011;A possibilidade de conseguir com confiança;8;963.66;1259.93
45.869.317/0001-05;Carvalho;228051;2025-04-08;298041;A liberdade de realizar seus sonhos com confiança;7;887.22;939.57
45.869.317/0001-05;Carvalho;228051;2025-04-08;243799;A certeza de avançar em estado puro;3;752.05;235.94
45.869.317/0001-05;Carvalho;228051;2025-04-08;476346;O conforto de conseguir simplesmente;2;752.27;76.32
45.869.317/0001-05;Carvalho;998477;2025-03-22;460734;A vantagem de inovar naturalmente;1;772.89;50.72
45.869.317/0001-05;Carvalho;998477;2025-03-22;796364;O poder de concretizar seus projetos direto da fonte;9;829.14;1519.7
45.869.317/0001-05;Carvalho;998477;2025-03-22;560708;A possibilidade de atingir seus objetivos simplesmente;5;727.98;562.77
45.869.317/0001-05;Carvalho;998477;2025-03-22;579368;O direito de concretizar seus projetos naturalmente;9;527.81;618.99
45.869.317/0001-05;Carvalho;317060;2025-04-05;853383;A vantagem de realizar seus sonhos antes de tudo;6;869.87;1030.59
45.869.317/0001-05;Carvalho;317060;2025-04-05;812991;A certeza de inovar com confiança;10;405.55;315.77
45.869.317/0001-05;Carvalho;549811;2025-03-22;871560;A liberdade de conseguir sem preocupação;7;662.11;888.86
45.869.317/0001-05;Carvalho;549811;2025-03-22;217505;A segurança de ganhar sem preocupação;9;218.59;191.93
45.869.317/0001-05;Carvalho;549811;2025-03-22;395671;O conforto de conseguir mais facilmente;7;745.86;1155.92
45.869.317/0001-05;Carvalho;549811;2025-03-22;373434;A vantagem de ganhar de maneira eficaz;1;570.92;99.9
45.869.317/0001-05;Carvalho;505462;2025-03-21;100266;O direito de inovar naturalmente;3;739.37;380.41
45.869.317/0001-05;Carvalho;505462;2025-03-21;330358;O prazer de conseguir mais rapidamente;6;369.7;120.06
45.869.317/0001-05;Carvalho;505462;2025-03-21;202063;O conforto de evoluir mais rapidamente;7;942.78;709.32
45.869.317/0001-05;Carvalho;505462;2025-03-21;203082;A simplicidade de realizar seus sonhos com força total;7;980.3;360.1
45.869.317/0001-05;Carvalho;699705;2025-04-09;904061;O direito de ganhar mais facilmente;3;679.76;222.69
45.869.317/0001-05;Carvalho;699705;2025-04-09;435344;O poder de ganhar com confiança;1;743.7;111.67
45.869.317/0001-05;Carvalho;782825;2025-04-20;808277;O prazer de evoluir mais facilmente;2;508.26;120.31
45.869.317/0001-05;Carvalho;782825;2025-04-20;812746;A simplicidade de concretizar seus projetos direto da fonte;3;264.34;40.41
45.869.317/0001-05;Carvalho;782825;2025-04-20;247920;A certeza de conseguir com confiança;5;128.4;59.36
45.869.317/0001-05;Carvalho;341557;2025-04-12;946601;A possibilidade de concretizar seus projetos antes de tudo;6;843.81;1174.62
45.869.317/0001-05;Carvalho;341557;2025-04-12;718100;A liberdade de inovar em estado puro;4;227.61;49.88
45.869.317/0001-05;Carvalho;341557;2025-04-12;356992;A liberdade de mudar em estado puro;8;449.36;829.7
45.869.317/0001-05;Carvalho;341557;2025-04-12;823752;A simplicidade de mudar mais facilmente;7;655.82;460.08
45.869.317/0001-05;Carvalho;341557;2025-04-12;619277;O direito de mudar com força total;10;202.97;470.13
45.869.317/0001-05;Carvalho;824294;2025-04-09;452542;A certeza de realizar seus sonhos em estado puro;3;365.7;75.71
45.869.317/0001-05;Carvalho;824294;2025-04-09;490902;O conforto de mudar em estado puro;6;531.38;404.65
45.869.317/0001-05;Carvalho;610085;2025-04-14;945954;O prazer de mudar direto da fonte;2;167.34;37.86
45.869.317/0001-05;Carvalho;610085;2025-04-14;221581;A segurança de realizar seus sonhos de maneira eficaz;8;270.8;213.76
45.869.317/0001-05;Carvalho;180370;2025-04-09;345068;A vantagem de realizar seus sonhos de maneira eficaz;8;956.05;1112.17
45.869.317/0001-05;Carvalho;180370;2025-04-09;579648;A segurança de conseguir em estado puro;7;541.65;468.36
45.869.317/0001-05;Carvalho;180370;2025-04-09;875947;O direito de concretizar seus projetos naturalmente;2;392.32;128.7
45.869.317/0001-05;Carvalho;180370;2025-04-09;228279;A vantagem de concretizar seus projetos com toda a tranquilidade;9;484.86;1082.58
45.869.317/0001-05;Carvalho;180370;2025-04-09;679450;O direito de ganhar simplesmente;1;203.57;43.08
45.869.317/0001-05;Carvalho;477097;2025-05-09;863506;A vantagem de inovar simplesmente;6;968.73;396.44
45.869.317/0001-05;Carvalho;477097;2025-05-09;501151;A arte de inovar com confiança;8;836.45;981.76
45.869.317/0001-05;Carvalho;477097;2025-05-09;300602;A possibilidade de avançar mais facilmente;8;654.98;575.94
45.869.317/0001-05;Carvalho;477097;2025-05-09;914926;A possibilidade de avançar sem preocupação;7;488.21;780.83
45.869.317/0001-05;Carvalho;895152;2025-03-15;228792;O direito de conseguir mais facilmente;8;786.94;848.3
45.869.317/0001-05;Carvalho;895152;2025-03-15;183528;O prazer de ganhar mais facilmente;5;506.97;431.71
45.869.317/0001-05;Carvalho;895152;2025-03-15;985913;O direito de inovar direto da fonte;1;582.69;85.83
45.869.317/0001-05;Carvalho;506231;2025-05-07;404967;A arte de atingir seus objetivos de maneira eficaz;10;756.4;586.35
45.869.317/0001-05;Carvalho;506231;2025-05-07;238512;A liberdade de concretizar seus projetos em estado puro;1;317.64;77.86
45.869.317/0001-05;Carvalho;506231;2025-05-07;471784;A arte de evoluir com confiança;3;139.51;102.0
45.869.317/0001-05;Carvalho;506231;2025-05-07;919627;A vantagem de inovar mais rapidamente;6;543.7;637.28
45.869.317/0001-05;Carvalho;506231;2025-05-07;189361;A simplicidade de realizar seus sonhos com toda a tranquilidade;1;141.91;24.82
45.869.317/0001-05;Carvalho;122570;2025-05-12;560634;O conforto de evoluir com toda a tranquilidade;5;888.83;635.17
45.869.317/0001-05;Carvalho;122570;2025-05-12;278722;A segurança de realizar seus sonhos naturalmente;7;204.84;200.72
45.869.317/0001-05;Carvalho;958123;2025-04-15;857473;A segurança de mudar em estado puro;10;419.76;794.65
45.869.317/0001-05;Carvalho;958123;2025-04-15;592581;A simplicidade de atingir seus objetivos mais rapidamente;9;514.07;1126.34
45.869.317/0001-05;Carvalho;958123;2025-04-15;589958;O conforto de concretizar seus projetos naturalmente;8;770.53;340.34
63.578.249/0001-07;da Conceição;250884;2025-03-26;311248;O prazer de avançar com confiança;2;913.58;291.04
63.578.249/0001-07;da Conceição;250884;2025-03-26;607236;A simplicidade de conseguir com força total;8;709.82;611.98
63.578.249/0001-07;da Conceição;250884;2025-03-26;670905;A segurança de inovar simplesmente;4;674.6;136.21
63.578.249/0001-07;da Conceição;250884;2025-03-26;886532;A possibilidade de avançar mais facilmente;9;995.73;1128.63
63.578.249/0001-07;da Conceição;444839;2025-03-20;516587;A arte de realizar seus sonhos naturalmente;10;301.72;742.67
63.578.249/0001-07;da Conceição;444839;2025-03-20;507633;A certeza de evoluir direto da fonte;8;595.96;1167.53
63.578.249/0001-07;da Conceição;444839;2025-03-20;509163;A liberdade de ganhar com força total;8;292.94;487.49
63.578.249/0001-07;da Conceição;444839;2025-03-20;360475;A arte de conseguir com toda a tranquilidade;1;465.0;69.49
63.578.249/0001-07;da Conceição;444839;2025-03-20;291812;A possibilidade de avançar mais facilmente;7;900.77;700.79
63.578.249/0001-07;da Conceição;315387;2025-04-01;822905;A vantagem de concretizar seus projetos naturalmente;10;84.08;128.87
63.578.249/0001-07;da Conceição;315387;2025-04-01;457823;A vantagem de evoluir mais facilmente;5;548.51;449.21
63.578.249/0001-07;da Conceição;315387;2025-04-01;217026;A arte de realizar seus sonhos com força total;7;653.03;621.8
63.578.249/0001-07;da Conceição;315387;2025-04-01;140860;O prazer de realizar seus sonhos de maneira eficaz;9;159.93;325.28
63.578.249/0001-07;da Conceição;750436;2025-03-28;906730;A certeza de avançar sem preocupação;9;354.14;488.89
63.578.249/0001-07;da Conceição;750436;2025-03-28;741697;O direito de conseguir direto da fonte;2;876.62;402.55
63.578.249/0001-07;da Conceição;750436;2025-03-28;569778;A segurança de inovar sem preocupação;5;861.28;302.31
63.578.249/0001-07;da Conceição;750436;2025-03-28;367343;O prazer de evoluir antes de tudo;2;121.01;32.89
63.578.249/0001-07;da Conceição;750436;2025-03-28;776742;A segurança de conseguir simplesmente;1;309.46;57.61
63.578.249/0001-07;da Conceição;642482;2025-04-04;359036;O conforto de evoluir com força total;8;868.09;965.05
63.578.249/0001-07;da Conceição;642482;2025-04-04;638345;A segurança de inovar sem preocupação;4;502.56;261.25
63.578.249/0001-07;da Conceição;589167;2025-05-09;165509;A segurança de conseguir com toda a tranquilidade;10;766.51;1129.93
63.578.249/0001-07;da Conceição;589167;2025-05-09;268116;O direito de realizar seus sonhos com toda a tranquilidade;9;586.5;750.24
63.578.249/0001-07;da Conceição;589167;2025-05-09;320356;A arte de ganhar de maneira eficaz;9;988.34;1351.48
63.578.249/0001-07;da Conceição;589167;2025-05-09;904159;A liberdade de evoluir com força total;4;260.0;66.92
63.578.249/0001-07;da Conceição;589167;2025-05-09;736438;A possibilidade de inovar com força total;10;70.22;57.17
63.578.249/0001-07;da Conceição;735812;2025-03-30;173783;O conforto de inovar com toda a tranquilidade;8;471.72;406.72
63.578.249/0001-07;da Conceição;735812;2025-03-30;849833;A simplicidade de mudar naturalmente;9;171.4;330.81
63.578.249/0001-07;da Conceição;735812;2025-03-30;615913;O prazer de concretizar seus projetos com toda a tranquilidade;5;391.54;220.1
63.578.249/0001-07;da Conceição;222725;2025-04-29;624254;A simplicidade de mudar antes de tudo;3;446.74;260.06
63.578.249/0001-07;da Conceição;222725;2025-04-29;689735;A vantagem de evoluir simplesmente;5;961.88;844.44
63.578.249/0001-07;da Conceição;222725;2025-04-29;198453;A simplicidade de mudar sem preocupação;7;417.07;302.76
63.578.249/0001-07;da Conceição;351715;2025-04-21;975947;O prazer de ganhar mais rapidamente;3;792.74;281.61
63.578.249/0001-07;da Conceição;351715;2025-04-21;190153;A vantagem de conseguir antes de tudo;10;420.34;624.31
63.578.249/0001-07;da Conceição;351715;2025-04-21;669060;A vantagem de ganhar antes de tudo;10;553.7;310.13
63.578.249/0001-07;da Conceição;351715;2025-04-21;968783;A simplicidade de evoluir com força total;3;102.66;63.63
63.578.249/0001-07;da Conceição;584524;2025-04-10;662658;A liberdade de inovar mais rapidamente;9;227.4;339.28
63.578.249/0001-07;da Conceição;584524;2025-04-10;994654;O direito de conseguir naturalmente;9;884.9;1121.53
63.578.249/0001-07;da Conceição;584524;2025-04-10;377187;O poder de avançar mais facilmente;1;520.5;56.82
63.578.249/0001-07;da Conceição;584524;2025-04-10;596239;A simplicidade de ganhar mais facilmente;3;137.25;95.12
63.578.249/0001-07;da Conceição;624284;2025-05-06;712801;A certeza de atingir seus objetivos com força total;7;401.1;557.85
63.578.249/0001-07;da Conceição;624284;2025-05-06;322198;A simplicidade de realizar seus sonhos mais rapidamente;2;539.58;186.87
63.578.249/0001-07;da Conceição;624284;2025-05-06;949459;A arte de evoluir com confiança;2;274.07;88.0
63.578.249/0001-07;da Conceição;624284;2025-05-06;478570;A simplicidade de mudar simplesmente;3;149.34;72.93
63.578.249/0001-07;da Conceição;624284;2025-05-06;986516;A certeza de concretizar seus projetos mais facilmente;4;756.4;379.23
63.578.249/0001-07;da Conceição;249485;2025-04-18;986387;O poder de ganhar naturalmente;4;207.36;158.37
63.578.249/0001-07;da Conceição;249485;2025-04-18;668019;O prazer de evoluir com força total;9;424.61;502.61
63.578.249/0001-07;da Conceição;249485;2025-04-18;642211;O direito de avançar com toda a tranquilidade;7;353.73;510.61
63.578.249/0001-07;da Conceição;704622;2025-05-02;758049;O prazer de concretizar seus projetos sem preocupação;4;797.22;218.57
63.578.249/0001-07;da Conceição;704622;2025-05-02;191512;A possibilidade de concretizar seus projetos com força total;1;402.73;77.48
63.578.249/0001-07;da Conceição;704622;2025-05-02;613895;A liberdade de atingir seus objetivos mais facilmente;6;619.48;578.74
63.578.249/0001-07;da Conceição;207530;2025-05-02;974487;A liberdade de ganhar simplesmente;6;486.77;711.47
63.578.249/0001-07;da Conceição;207530;2025-05-02;881423;O poder de atingir seus objetivos mais rapidamente;2;75.33;13.51
63.578.249/0001-07;da Conceição;207530;2025-05-02;425699;A vantagem de mudar em estado puro;10;170.01;324.5
63.578.249/0001-07;da Conceição;207530;2025-05-02;358585;O direito de concretizar seus projetos com confiança;1;919.83;124.22
63.578.249/0001-07;da Conceição;207530;2025-05-02;523834;O direito de avançar simplesmente;6;659.66;277.99
63.578.249/0001-07;da Conceição;198520;2025-04-01;354561;A certeza de concretizar seus projetos mais facilmente;10;293.28;167.14
63.578.249/0001-07;da Conceição;198520;2025-04-01;255232;A vantagem de mudar direto da fonte;9;136.93;288.63
63.578.249/0001-07;da Conceição;468613;2025-05-11;221069;A liberdade de evoluir mais facilmente;2;455.06;46.23
63.578.249/0001-07;da Conceição;468613;2025-05-11;430396;A vantagem de avançar antes de tudo;1;976.69;122.93
63.578.249/0001-07;da Conceição;547621;2025-03-30;240405;A liberdade de concretizar seus projetos mais facilmente;8;646.75;711.49
63.578.249/0001-07;da Conceição;547621;2025-03-30;228563;A arte de mudar em estado puro;8;408.78;165.55
63.578.249/0001-07;da Conceição;836003;2025-03-23;652050;A vantagem de avançar com força total;1;262.37;62.78
63.578.249/0001-07;da Conceição;836003;2025-03-23;976439;A segurança de atingir seus objetivos em estado puro;4;301.12;293.16
63.578.249/0001-07;da Conceição;988410;2025-05-05;299851;A arte de avançar de maneira eficaz;7;152.01;83.33
63.578.249/0001-07;da Conceição;988410;2025-05-05;927528;A arte de concretizar seus projetos sem preocupação;10;208.47;444.63
63.578.249/0001-07;da Conceição;264327;2025-04-25;422912;A segurança de evoluir com toda a tranquilidade;6;515.19;253.17
63.578.249/0001-07;da Conceição;264327;2025-04-25;386996;A segurança de ganhar com confiança;1;562.03;43.28
63.578.249/0001-07;da Conceição;214657;2025-05-12;120232;O direito de realizar seus sonhos em estado puro;8;78.2;117.1
63.578.249/0001-07;da Conceição;214657;2025-05-12;184839;O direito de conseguir com confiança;5;766.67;513.62
63.578.249/0001-07;da Conceição;214657;2025-05-12;862545;A segurança de inovar naturalmente;8;222.64;200.92
63.578.249/0001-07;da Conceição;214657;2025-05-12;580995;A possibilidade de avançar de maneira eficaz;6;838.48;1184.08
63.578.249/0001-07;da Conceição;214657;2025-05-12;374098;A certeza de inovar sem preocupação;1;60.92;4.68
63.578.249/0001-07;da Conceição;548462;2025-04-17;171556;A vantagem de inovar naturalmente;6;609.61;417.09
63.578.249/0001-07;da Conceição;548462;2025-04-17;957554;A possibilidade de concretizar seus projetos sem preocupação;6;266.46;131.32
63.578.249/0001-07;da Conceição;971218;2025-04-07;232856;O prazer de inovar em estado puro;7;525.26;553.73
63.578.249/0001-07;da Conceição;971218;2025-04-07;685832;O direito de realizar seus sonhos com confiança;10;693.19;1223.22
63.578.249/0001-07;da Conceição;971218;2025-04-07;985809;A vantagem de mudar simplesmente;2;460.56;86.19
63.578.249/0001-07;da Conceição;851856;2025-04-02;122444;O conforto de mudar com força total;1;334.54;29.93
63.578.249/0001-07;da Conceição;851856;2025-04-02;446286;A liberdade de ganhar sem preocupação;7;546.33;307.39
63.578.249/0001-07;da Conceição;851856;2025-04-02;586549;A vantagem de inovar em estado puro;2;258.41;100.24
63.578.249/0001-07;da Conceição;851856;2025-04-02;372895;O prazer de concretizar seus projetos direto da fonte;6;414.91;608.38
63.578.249/0001-07;da Conceição;782110;2025-03-26;113429;A possibilidade de conseguir simplesmente;9;475.03;300.84
63.578.249/0001-07;da Conceição;782110;2025-03-26;593969;A arte de realizar seus sonhos com confiança;3;63.89;21.36
63.578.249/0001-07;da Conceição;782110;2025-03-26;873365;A possibilidade de realizar seus sonhos com força total;1;732.47;49.81
